iteration,episode_reward_mean,episode_len_mean,policy_loss,vf_loss,total_loss,entropy
1,225.80016093273898,277.0,-0.07551678842088828,9.781040376027425,9.709229996999104,4.2238753954569495
2,321.46678721348445,343.3333333333333,-0.08199143301074703,9.933167088826497,9.855487645467122,4.231858321825663
3,356.1439084728062,371.6923076923077,-0.042762831548849745,9.939064305623372,9.902152843475342,4.261472765604655
4,470.01364131382184,454.5,-0.09790268351634343,9.798678388595581,9.70575839996338,4.287435604731242
5,401.14037163787657,396.375,-0.10407880811175953,9.872789452870688,9.776655057271322,4.318866699536642
6,412.55742644454705,403.3103448275862,-0.07677348769735545,9.907845630645753,9.841401847203572,4.272249522209168
7,412.55742644454705,403.3103448275862,-0.11162259886662165,9.980989475250244,9.880592276255289,4.143384304046631
8,398.6938004452276,396.92105263157896,-0.07605429475506147,9.547465219497681,9.48224859237671,4.435467727979025
9,466.7301847911979,427.8780487804878,-0.10693647523721059,9.995789744059245,9.903531347910564,4.228574434916179
10,486.60056527471784,438.2,-0.05210441899796327,9.86202793121338,9.832643610636394,4.4348354228337605
11,490.2446516222416,437.22,-0.0856820764640967,9.892114607493083,9.822642599741618,4.302353862126668
12,507.9470250105247,450.39622641509436,-0.09969980702425042,9.794275665283203,9.710217971801757,4.328523186047872
13,470.5120626600698,432.3448275862069,-0.06943245848019917,9.702597630818685,9.64909743309021,4.432918059031168
14,473.7204516014206,437.0,-0.08551006970306238,9.836896022160849,9.765872869491577,4.4004190699259444
15,500.84441717059053,456.765625,-0.09054216543212533,9.943981863657633,9.870658639272055,4.3665402825673425
16,526.2807522138876,461.3333333333333,-0.09753241291890542,9.971795457204182,9.893239447275798,4.485853459040324
17,510.35623875191095,453.5135135135135,-0.07274102369944255,9.636839688618977,9.577895882924398,4.6075645430882775
18,517.6090841534004,459.57894736842104,-0.10804953417740762,9.980624351501465,9.88644401550293,4.83585557937622
19,503.9337742439155,451.0246913580247,-0.04865497277894368,9.941644382476806,9.93754976272583,4.45343800385793
20,512.80790753522,456.47058823529414,-0.06963850094626348,9.950007457733154,9.89947239557902,4.184209443728129
21,487.26406015854377,434.9166666666667,-0.09602168401082357,9.91625721613566,9.837061773935954,4.693667395909627
22,498.6429661675085,438.98979591836735,-0.1038861811781923,9.914067306518554,9.82584945678711,4.671663131713867
23,498.94095764081646,442.68,-0.07991807421048482,9.786692059834799,9.720943387349447,4.9129142030080155
24,530.7945056273828,461.69,-0.06261717364192008,9.808911581039428,9.759612277348836,4.864722275733948
25,539.2594750117474,465.32,-0.09685068557659784,9.9845143699646,9.915439294179281,4.7072734355926515
26,566.1360520950934,485.16,-0.04959820649276177,9.942374833424886,9.904849395751953,5.000517667134603
27,567.0058077141362,486.61,-0.09760766257842382,9.849647687276205,9.770516834259034,4.642914923032125
28,544.7779055137167,467.55,-0.07991345441279311,9.874145628611247,9.813043060302734,4.790789958635966
29,568.3552544561394,484.16,-0.060123182733853656,9.847370039621989,9.804610951741536,4.445330913861593
30,590.0518545191048,495.81,-0.07478225777546564,9.987253843943279,9.925441087086995,4.797779121398926
31,604.7010211844571,501.51,-0.07784548290384312,9.865982268651326,9.802829367319744,4.72054834206899
32,603.4780220780322,501.09,-0.066849998049438,9.959892864227294,9.925793177286783,4.300900360743205
33,597.1672759193409,498.68,-0.08462480371197065,9.626513185501098,9.557169500986735,4.401818089485168
34,560.5903649139884,481.79,-0.05284336596727371,9.872385673522949,9.84189310391744,4.785662671724955
35,530.9995850763103,456.93,-0.07031648909052213,9.816574503580728,9.764029223124187,4.92469092686971
36,550.8882460848536,469.69,-0.07685148392803967,9.966426219940185,9.900803130467732,4.848444226582845
37,571.5032432899725,478.67,-0.1024874010682106,9.775979143778484,9.685448751449584,4.779466489156087
38,565.3616629652371,478.24,-0.07019131988286972,9.935699011484783,9.879574947357177,4.834277712504069
39,508.6386697693646,448.24,-0.07272902553280194,9.89692118326823,9.838085651397705,4.519805285135905
40,535.0147074702791,461.79,-0.08662131249904632,9.965612767537435,9.898545598983764,4.057739493052165
41,562.4989729702592,477.03,-0.10790669143199921,9.891495822270711,9.797971725463867,4.259762598673503
42,573.3881208911861,475.47,-0.09187052945295969,9.937520535786946,9.862495250701905,4.534119497934977
43,587.7152329821785,484.21,-0.07912070250759522,9.918902950286865,9.85825201034546,4.5909452803929645
44,579.273670465869,484.21,-0.11896228432655334,10.0,9.89163044611613,4.704059952100118
45,590.4411789063993,492.95,-0.08328339825073879,9.994187355041504,9.933821277618408,4.157141172091166
46,624.5646685874505,511.62,-0.05895998393495878,9.541948022842407,9.523030042648315,4.490048022270202
47,628.6136217274219,513.73,-0.06959128854175409,9.80545300801595,9.766872628529866,4.640266280174256
48,628.6118108429582,511.11,-0.07559564198056856,9.988548933664958,9.935785490671794,4.763962960243225
49,603.2589715828676,489.41,-0.09410200039545695,9.785872615178427,9.720402727127075,4.691264546712239
50,579.8675961693486,468.63,-0.04452333841472864,9.93080280939738,9.904116064707438,4.9588020737965905
51,600.9780205622978,477.82,-0.07920266777276992,9.887720158894856,9.835087718963623,4.317984741528829
52,597.5167148987042,474.55,-0.07670802481472493,9.953540261586507,9.889608586629231,5.237200311024984
53,585.998219710579,472.16,-0.08379873850693305,9.894296099344889,9.823331995010376,5.082515338261922
54,590.8346227350195,473.37,-0.08732269505659739,9.882513529459635,9.80882667541504,4.109336743354797
55,594.9528749413547,472.72,-0.10180258661508561,10.0,9.921722723642985,3.9624250491460162
