iteration,episode_reward_mean,episode_len_mean,policy_loss,vf_loss,total_loss,entropy
1,67.63882734017545,161.0,-0.06624630639950434,9.75202154159546,9.690164222717286,4.280005159378052
2,130.09002475518705,215.8125,-0.08067967548966408,9.572276541392009,9.498078180948893,4.231086597442627
3,210.70498846161252,273.5,-0.11018575662126144,9.843160934448242,9.741128616333008,4.330169720649719
4,210.59023792149563,273.962962962963,-0.060315841274956865,9.650546728769939,9.598911555608113,4.3472973950703935
5,237.80279374479224,311.5,-0.0517371932665507,9.864481887817384,9.81876441637675,4.3218334166208905
6,240.16686862097222,296.92105263157896,-0.07860768586397171,9.93233341852824,9.861981970469158,4.30815685113271
7,273.6750075037226,315.475,-0.08862102101246516,9.978375377655029,9.901390832265218,4.178583469390869
8,322.6743868099475,331.5652173913044,-0.10023953678707281,9.875883344014486,9.7878275680542,4.3321847852071125
9,344.0813363625146,343.66,-0.05414952635765076,9.621995321909587,9.580351635615031,4.558077551523844
10,340.22474220480495,349.35087719298247,-0.08794610279301802,9.554038120905558,9.47692520459493,4.31095394452413
11,322.5293070509141,336.741935483871,-0.08013932298248012,9.648653818766276,9.581235494613647,4.472176421483358
12,339.8563197846432,356.59090909090907,-0.1103195662299792,9.710643831888834,9.614486958185832,4.453708214759827
13,368.1012876847404,369.17910447761193,-0.09180454119419058,9.976930726369222,9.904126733144125,4.0682744773228965
14,413.7027905864657,393.2608695652174,-0.10894028186798095,9.959638563791911,9.862193349202474,4.658820994695028
15,401.3486080522631,389.02666666666664,-0.07533192018667857,9.799301036198933,9.737612997690837,4.683784421284994
16,421.89016908025144,405.961038961039,-0.08702726205190023,9.952502943674723,9.882699076334635,4.442199741999309
17,458.5316414021569,417.0246913580247,-0.11828110029300054,9.867116953531902,9.765011329650878,4.315345458984375
18,437.9517740933757,404.7294117647059,-0.0943567971388499,9.847298444112141,9.76690601348877,4.471128083864848
19,444.1385656969625,407.6741573033708,-0.10902622972925503,9.922592086791992,9.831775480906169,4.286439224878947
20,471.4916441629433,418.35869565217394,-0.08260201796889305,9.971638940175374,9.91405886332194,4.26307997862498
21,496.171630310221,431.5157894736842,-0.07816961983839671,9.940907389322916,9.889973341623943,4.4624478626251225
22,500.4009576979386,431.24,-0.06596920510133107,9.555075286229451,9.504167556762695,4.951944394111633
23,495.37455011408775,429.07,-0.067485456392169,9.693883902231851,9.65777603149414,4.491518330574036
24,511.2771314011014,435.53,-0.06526362530887127,9.971166203816733,9.949464359283446,4.599273173014323
25,558.6009226687266,457.49,-0.12918887403793633,9.992555662790934,9.88535364151001,4.488246011734009
26,577.3406544453853,464.89,-0.04205008268356323,9.922062708536783,9.904886639912924,4.1110534063975015
27,587.016643310901,472.03,-0.055906329154968265,9.835770819981892,9.805525512695313,4.885713322957357
28,598.7982494516457,473.25,-0.05699755057692528,9.485138711929322,9.440659106572468,4.550619215965271
29,601.0195894251144,473.86,-0.0957984621822834,9.975551687876383,9.898863614400227,4.2113774315516155
30,637.5483839833438,490.18,-0.07597272793451945,9.976601854960125,9.92936917622884,4.214837295214335
31,595.401169896536,465.64,-0.04811860645810763,9.692745428085328,9.65911211013794,4.641959934234619
32,613.1364210072353,476.87,-0.10015727025767167,9.97062707901001,9.88709831237793,4.644675939877828
33,637.7700426390679,490.12,-0.07137114902337392,9.95882106145223,9.920318199793497,3.8968313709894815
34,648.1552266066682,490.82,-0.06389438075750756,9.769602743784587,9.717628898620605,4.537443884213766
35,663.4689456622812,498.35,-0.11533324168374141,9.986129169464112,9.886340707143148,4.505332126617431
36,700.9027327444305,512.3,-0.06404912737819056,9.981315339406331,9.938160521189372,4.145692389806111
37,738.0307338942845,528.47,-0.09175245009362698,9.863633953730265,9.81352331161499,4.138449854850769
38,691.9752980517529,496.63,-0.0572158466776212,9.735951369603475,9.710971078872682,4.516660639444987
39,684.2368635695755,496.63,-0.11453171642186741,9.930325927734375,9.832807153066,4.41855653444926
40,687.46453526175,497.12,-0.06177056988080343,9.603090359369913,9.557383737564088,4.547316182454427
41,640.1438992715156,468.45,-0.06846651874482632,9.870993785858154,9.825434869130452,4.433151162465413
42,676.910925129191,487.3,-0.0823291104628394,9.96457525253296,9.899504667917887,4.224000318845113
43,699.0236431697136,493.16,-0.09166916211446126,9.902126318613687,9.868730805714925,3.896108193397522
44,696.4540952361234,495.64,-0.08572487036387126,9.949753405253093,9.893792247772216,4.062704922358195
45,632.9650860148172,457.23,-0.03587021976709366,9.557502479553223,9.555827414194743,4.25529534816742
46,658.8448766478132,473.18,-0.05350198601682981,9.521992355982462,9.48399248123169,4.477427449226379
47,681.7944495222827,488.12,-0.04371082527873417,9.8920157178243,9.859346084594726,4.376810496648153
48,671.5283329698215,480.74,-0.07956542313098908,9.928100624084472,9.861864363352458,4.238869064648946
49,663.5209791827177,481.05,-0.09227170695861181,9.916298281351725,9.837593142191569,4.036081616083781
50,641.1699089684744,468.8,-0.06839795152346294,9.92778912226359,9.878420028686524,4.159307514826457
51,665.7966671537357,479.51,-0.04892822528878848,9.644168561299642,9.614592434565226,4.962676518758138
52,695.3826973378507,497.64,-0.0951541718095541,9.86552578608195,9.787213122049968,4.322735244433085
53,655.6649172163628,475.92,-0.057229580351461966,9.532496010462443,9.502126480738323,4.615164136886596
54,640.1182902059568,468.47,-0.06029352401693662,9.7220019753774,9.674068511327107,5.011980923016866
55,676.8365236058369,489.97,-0.12490198923895757,9.996081612904867,9.884459635416667,4.240796864827474
56,673.813758797475,489.24,-0.06377345303694407,9.779332777659098,9.726957257588705,4.73766170501709
57,652.1278257633,478.11,-0.07238858943184216,9.542651217778523,9.485308949152628,4.783876803716024
58,607.6577755277893,463.3,-0.08385916948318481,9.832081899642944,9.768309914271036,4.606103890736898
59,589.4113914681482,454.86,-0.09260688230395317,9.872059485117594,9.808440933227539,4.1044381173451745
60,616.0925269422943,464.23,-0.12067040011286735,9.984949467976888,9.884759928385417,4.063097589810689
61,609.452199158145,459.35,-0.05815963864326477,9.46002657254537,9.440116519927978,4.504009987513224
62,628.1474896749017,474.44,-0.0721813818315665,9.87558479944865,9.835608647664388,4.394334085782369
63,616.5140773842857,460.08,-0.04331018874421716,9.54131961186727,9.548359959920248,4.801924384435018
64,658.9971571571674,482.44,-0.04882290149728457,9.820960381825765,9.837948004404703,4.374278297424317
65,656.0956910103082,482.31,-0.08601895829041799,9.865067297617594,9.807506256103515,4.328613416353861
66,580.5883332681449,446.59,-0.030546686947345733,9.756911856333415,9.817963148752849,4.6633410056432085
67,591.6739553403146,450.76,-0.0577865152557691,9.963568922678629,10.00036325454712,4.679608116149902
68,610.3984061653908,461.9,-0.00473447169487675,9.668487831751506,9.674869941075643,4.51797026793162
69,627.6866180027777,473.6,-0.06914337381720542,9.984005635579427,9.92188024520874,4.916058618227641
70,641.4722068327247,481.62,-0.05097530943651994,9.83138167699178,9.78577044804891,4.697978830337524
71,675.3661409009252,500.46,-0.08952259629343946,9.724059387842814,9.641299317677817,4.319423090616862
72,699.1463218867275,511.39,-0.07650702752172947,9.95554828008016,9.885513553619385,4.993606961568196
73,652.4747682224447,487.56,-0.08210700439289212,9.285999784469604,9.209424896240234,5.149930365880331
74,608.495802399945,464.05,-0.08152521168192228,9.592530899047851,9.517875728607178,4.49949111143748
75,572.1743009743268,440.46,-0.09692525984098514,9.765939203898112,9.67856917699178,4.407902393341065
76,603.6202379585304,461.53,-0.08048149439816674,9.878684221903484,9.809325180053712,4.757843963305155
77,612.0090676587942,460.66,-0.0670287363541623,9.744534187316894,9.687166016896565,4.301172614097595
78,596.13814121358,449.9,-0.0625498690456152,9.947576808929444,9.898765455881755,4.269201561609904
79,630.2575393610638,472.83,-0.11492803658048312,9.967925357818604,9.863102626800536,4.94823616027832
80,630.2435045895214,471.83,-0.08869816716605176,9.763756745656332,9.683014017740886,4.901287522315979
81,640.7480320138019,480.72,-0.08946889853104949,9.952817141215007,9.88436757405599,4.246970933278401
82,644.6392608473263,483.76,-0.03952320794264475,9.848799250920614,9.821134223937989,5.670286343892415
83,650.1861460509102,488.21,-0.07548320114612579,9.881754830678304,9.821457824707032,5.650195322036743
84,628.2721046072463,483.78,-0.043011774023373923,9.81612276395162,9.81282725016276,5.165921460787455
85,642.6879538680513,491.09,-0.07989665287236372,9.968061078389486,9.921690425872804,4.278713156382243
86,643.8284099084055,493.55,-0.07379410445069273,9.716157967249552,9.694993537267049,4.083204577763875
87,658.383535495984,499.35,-0.07287309027587374,9.882093537648519,9.862948875427247,4.845702222188314
88,695.7536164916211,516.61,-0.07566370218992233,9.9675372950236,9.919197750091552,4.911005986531576
89,723.4337486303795,532.35,-0.08784161448478699,9.689086923599243,9.625508747100831,4.212446546554565
90,743.2038541708353,543.91,-0.06717609159337977,9.76600887934367,9.727243010203043,4.861171305974325
91,726.6979742709004,535.83,-0.08635395844777426,9.990256684621174,9.93258129119873,4.252501951853434
92,750.1929468390771,546.31,-0.07375986767311891,9.936962928771973,9.892946577072143,4.456989537874858
93,750.3626841593784,546.87,-0.0734105812261502,9.97138708114624,9.914036019643147,5.131144347190857
